Report_No,Reported_Date,Reported_Time,From_Date,From_Time,To_Date,To_Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Involvement,Race,Sex,Age,Fire Arm Used Flag,Location,Age_Range
KC24069807,09/11/2024,23:42,09/11/2024,23:42,,,Murder,13A,Aggravated Assault,334,4000  NORTON AVE,KANSAS CITY,64130,PJ3295,EPD,false,VIC,B,F,19,true,POINT (-94.53641 39.05294),18-24
KC24069807,09/11/2024,23:42,09/11/2024,23:42,,,Murder,09A,Murder,334,4000  NORTON AVE,KANSAS CITY,64130,PJ3295,EPD,false,VIC DEC,B,M,43,true,POINT (-94.53641 39.05294),35-44
KC24069807,09/11/2024,23:42,09/11/2024,23:42,,,Murder,13A,Aggravated Assault,334,4000  NORTON AVE,KANSAS CITY,64130,PJ3295,EPD,false,VIC DEC,B,M,43,true,POINT (-94.53641 39.05294),35-44
KC24069781,09/11/2024,20:05,09/11/2024,20:05,,,Assault (Aggravated),13A,Aggravated Assault,131,3400  WYOMING ST,KANSAS CITY,,,CPD,false,SUS,B,F,31,true,POINT (-94.6041 39.06544),25-34
KC24069781,09/11/2024,20:05,09/11/2024,20:05,,,Assault (Aggravated),13A,Aggravated Assault,131,3400  WYOMING ST,KANSAS CITY,,,CPD,false,SUS,U,M,,true,POINT (-94.6041 39.06544),
KC24069781,09/11/2024,20:05,09/11/2024,20:05,,,Assault (Aggravated),13A,Aggravated Assault,131,3400  WYOMING ST,KANSAS CITY,,,CPD,false,VIC,B,M,,true,POINT (-94.6041 39.06544),
KC24069727,09/11/2024,16:00,09/11/2024,16:00,09/11/2024,16:20,Assault (Aggravated),13A,Aggravated Assault,212,6600  DR. MARTIN LUTHER KING JR. BLVD,KANSAS CITY,64129,PJ4306,MPD,false,CMP VIC,W,M,52,true,POINT (-94.50924 39.02973),45-54
KC24069727,09/11/2024,16:00,09/11/2024,16:00,09/11/2024,16:20,Assault (Aggravated),13A,Aggravated Assault,212,6600  DR. MARTIN LUTHER KING JR. BLVD,KANSAS CITY,64129,PJ4306,MPD,false,SUS,U,U,,true,POINT (-94.50924 39.02973),
KC24069724,09/11/2024,15:45,09/11/2024,15:45,,,Assault (Aggravated),13A,Aggravated Assault,311,100  N LAWN AVE,KANSAS CITY,64123,PJ0279,EPD,false,VIC,B,F,,true,POINT (-94.52678 39.11288),
KC24069724,09/11/2024,15:45,09/11/2024,15:45,,,Assault (Aggravated),13A,Aggravated Assault,311,100  N LAWN AVE,KANSAS CITY,64123,PJ0279,EPD,false,CMP VIC,B,F,42,true,POINT (-94.52678 39.11288),35-44
KC24069724,09/11/2024,15:45,09/11/2024,15:45,,,Assault (Aggravated),13A,Aggravated Assault,311,100  N LAWN AVE,KANSAS CITY,64123,PJ0279,EPD,false,SUS,B,M,57,true,POINT (-94.52678 39.11288),55-64
KC24069704,09/11/2024,15:14,09/11/2024,15:14,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,333,4000  SOUTH BENTON AVE,KANSAS CITY,64130,PJ3280,EPD,false,VIC SUS,B,F,21,true,POINT (-94.55022 39.05339),18-24
KC24069704,09/11/2024,15:14,09/11/2024,15:14,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,333,4000  SOUTH BENTON AVE,KANSAS CITY,64130,PJ3280,EPD,false,SUS,B,M,20,true,POINT (-94.55022 39.05339),18-24
KC24069704,09/11/2024,15:14,09/11/2024,15:14,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,333,4000  SOUTH BENTON AVE,KANSAS CITY,64130,PJ3280,EPD,false,VIC,B,M,,true,POINT (-94.55022 39.05339),
KC24069704,09/11/2024,15:14,09/11/2024,15:14,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,333,4000  SOUTH BENTON AVE,KANSAS CITY,64130,PJ3280,EPD,false,VIC,B,F,,true,POINT (-94.55022 39.05339),
KC24069704,09/11/2024,15:14,09/11/2024,15:14,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,333,4000  SOUTH BENTON AVE,KANSAS CITY,64130,PJ3280,EPD,false,VIC,B,M,44,true,POINT (-94.55022 39.05339),35-44
KC24069704,09/11/2024,15:14,09/11/2024,15:14,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,333,4000  SOUTH BENTON AVE,KANSAS CITY,64130,PJ3280,EPD,false,ARR CHA SUS,B,M,22,true,POINT (-94.55022 39.05339),18-24
KC24069704,09/11/2024,15:14,09/11/2024,15:14,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,333,4000  SOUTH BENTON AVE,KANSAS CITY,64130,PJ3280,EPD,false,ARR CHA SUS,B,M,19,true,POINT (-94.55022 39.05339),18-24
KC24069704,09/11/2024,15:14,09/11/2024,15:14,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,333,4000  SOUTH BENTON AVE,KANSAS CITY,64130,PJ3280,EPD,false,VIC,B,F,29,true,POINT (-94.55022 39.05339),25-34
KC24069704,09/11/2024,15:14,09/11/2024,15:14,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,333,4000  SOUTH BENTON AVE,KANSAS CITY,64130,PJ3280,EPD,false,VIC,B,F,,true,POINT (-94.55022 39.05339),
KC24069690,09/11/2024,14:25,09/11/2024,14:25,,,Assault (Aggravated),13A,Aggravated Assault,323,2300  WALROND AVE,KANSAS CITY,64127,PJ1931,EPD,false,VIC WIT,B,M,32,true,POINT (-94.54562 39.0842),25-34
KC24069690,09/11/2024,14:25,09/11/2024,14:25,,,Assault (Aggravated),13A,Aggravated Assault,323,2300  WALROND AVE,KANSAS CITY,64127,PJ1931,EPD,false,VIC WIT,B,M,32,true,POINT (-94.54562 39.0842),25-34
KC24069690,09/11/2024,14:25,09/11/2024,14:25,,,Assault (Aggravated),13A,Aggravated Assault,323,2300  WALROND AVE,KANSAS CITY,64127,PJ1931,EPD,false,CHA SUS ARR,B,M,51,true,POINT (-94.54562 39.0842),45-54
KC24069690,09/11/2024,14:25,09/11/2024,14:25,,,Assault (Aggravated),13A,Aggravated Assault,323,2300  WALROND AVE,KANSAS CITY,64127,PJ1931,EPD,false,VIC WIT,B,F,68,true,POINT (-94.54562 39.0842),65-74
KC24069690,09/11/2024,14:25,09/11/2024,14:25,,,Assault (Aggravated),13A,Aggravated Assault,323,2300  WALROND AVE,KANSAS CITY,64127,PJ1931,EPD,false,ARR CHA SUS,B,M,20,true,POINT (-94.54562 39.0842),18-24
KC24069730,09/11/2024,10:30,09/11/2024,10:30,,,Assault (Aggravated),13A,Aggravated Assault,144,4100  WOODLAND AVE,KANSAS CITY,64130,PJ3333,CPD,false,VIC,B,M,26,true,POINT (-94.56306 39.05202),25-34
KC24069730,09/11/2024,10:30,09/11/2024,10:30,,,Assault (Aggravated),13A,Aggravated Assault,144,4100  WOODLAND AVE,KANSAS CITY,64130,PJ3333,CPD,false,CMP VIC,B,F,44,true,POINT (-94.56306 39.05202),35-44
KC24069617,09/11/2024,02:32,09/11/2024,02:32,,,Assault (Aggravated),13A,Aggravated Assault,123,2100  VINE ST,KANSAS CITY,64108,PJ1778,CPD,false,VIC,W,F,67,true,POINT (-94.56357 39.08696),65-74
KC24069583,09/11/2024,06:26,09/11/2024,06:26,,,Robbery (Armed Street),120,Robbery,243,8600  HILLCREST RD,KANSAS CITY,64138,PJ6210,MPD,false,CMP VIC,W,M,37,true,POINT (-94.52207 38.96863),35-44
KC24069583,09/11/2024,06:26,09/11/2024,06:26,,,Robbery (Armed Street),120,Robbery,243,8600  HILLCREST RD,KANSAS CITY,64138,PJ6210,MPD,false,SUS,W,M,41,true,POINT (-94.52207 38.96863),35-44
KC24069527,09/10/2024,22:49,09/10/2024,22:49,,,Assault (Aggravated),13A,Aggravated Assault,143,4000  TROOST AVE,KANSAS CITY,64110,PJ3232,CPD,false,VIC,B,M,24,true,POINT (-94.57226 39.0542),18-24
KC24069527,09/10/2024,22:49,09/10/2024,22:49,,,Assault (Aggravated),13A,Aggravated Assault,143,4000  TROOST AVE,KANSAS CITY,64110,PJ3232,CPD,false,CMP VIC,B,M,31,true,POINT (-94.57226 39.0542),25-34
KC24069504,09/10/2024,20:25,09/10/2024,20:25,,,Robbery (Business),120,Robbery,313,600  PROSPECT AVE,KANSAS CITY,64124,PJ0766,EPD,false,SUS,B,M,,true,POINT (-94.55105 39.10632),
KC24069504,09/10/2024,20:25,09/10/2024,20:25,,,Robbery (Business),120,Robbery,313,600  PROSPECT AVE,KANSAS CITY,64124,PJ0766,EPD,false,VIC,W,M,27,true,POINT (-94.55105 39.10632),25-34
KC24069504,09/10/2024,20:25,09/10/2024,20:25,,,Robbery (Business),120,Robbery,313,600  PROSPECT AVE,KANSAS CITY,64124,PJ0766,EPD,false,VIC,B,M,21,true,POINT (-94.55105 39.10632),18-24
KC24069504,09/10/2024,20:25,09/10/2024,20:25,,,Robbery (Business),120,Robbery,313,600  PROSPECT AVE,KANSAS CITY,64124,PJ0766,EPD,false,VIC,,,,true,POINT (-94.55105 39.10632),
KC24069503,09/10/2024,20:10,09/10/2024,20:10,,,Robbery (Business),120,Robbery,345,4100  BLUE RIDGE CTOF,KANSAS CITY,,,EPD,false,VIC,,,,true,POINT (-94.4757 39.04685),
KC24069503,09/10/2024,20:10,09/10/2024,20:10,,,Robbery (Business),120,Robbery,345,4100  BLUE RIDGE CTOF,KANSAS CITY,,,EPD,false,SUS,B,M,,true,POINT (-94.4757 39.04685),
KC24069503,09/10/2024,20:10,09/10/2024,20:10,,,Robbery (Business),120,Robbery,345,4100  BLUE RIDGE CTOF,KANSAS CITY,,,EPD,false,VIC,B,F,,true,POINT (-94.4757 39.04685),
KC24069530,09/10/2024,22:00,09/10/2024,22:00,09/10/2024,22:08,Assault (Aggravated),13A,Aggravated Assault,314,SMART AVE and LAWN AVE,KANSAS CITY,,PJ0430,EPD,false,SOC SUS,U,M,,true,POINT (-94.52704 39.10912),
KC24069530,09/10/2024,22:00,09/10/2024,22:00,09/10/2024,22:08,Assault (Aggravated),13A,Aggravated Assault,314,SMART AVE and LAWN AVE,KANSAS CITY,,PJ0430,EPD,false,SUS,W,M,,true,POINT (-94.52704 39.10912),
KC24069530,09/10/2024,22:00,09/10/2024,22:00,09/10/2024,22:08,Assault (Aggravated),13A,Aggravated Assault,314,SMART AVE and LAWN AVE,KANSAS CITY,,PJ0430,EPD,false,SUS,W,M,,true,POINT (-94.52704 39.10912),
KC24069530,09/10/2024,22:00,09/10/2024,22:00,09/10/2024,22:08,Assault (Aggravated),13A,Aggravated Assault,314,SMART AVE and LAWN AVE,KANSAS CITY,,PJ0430,EPD,false,CMP VIC,W,M,46,true,POINT (-94.52704 39.10912),45-54
KC24069498,09/10/2024,19:33,09/10/2024,19:33,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,334,4400  MYRTLE AVE,KANSAS CITY,64130,PJ3620,EPD,false,SUS,B,M,26,true,POINT (-94.53794 39.04572),25-34
KC24069498,09/10/2024,19:33,09/10/2024,19:33,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,334,4400  MYRTLE AVE,KANSAS CITY,64130,PJ3620,EPD,false,VIC,B,M,,true,POINT (-94.53794 39.04572),
KC24069498,09/10/2024,19:33,09/10/2024,19:33,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,334,4400  MYRTLE AVE,KANSAS CITY,64130,PJ3620,EPD,false,VIC,B,F,,true,POINT (-94.53794 39.04572),
KC24069498,09/10/2024,19:33,09/10/2024,19:33,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,334,4400  MYRTLE AVE,KANSAS CITY,64130,PJ3620,EPD,false,VIC,B,F,,true,POINT (-94.53794 39.04572),
KC24069498,09/10/2024,19:33,09/10/2024,19:33,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,334,4400  MYRTLE AVE,KANSAS CITY,64130,PJ3620,EPD,false,VIC,B,F,49,true,POINT (-94.53794 39.04572),45-54
KC24069498,09/10/2024,19:33,09/10/2024,19:33,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,334,4400  MYRTLE AVE,KANSAS CITY,64130,PJ3620,EPD,false,VIC,B,F,25,true,POINT (-94.53794 39.04572),25-34
KC24069493,09/10/2024,19:16,09/10/2024,19:16,09/10/2024,21:29,Assault (Aggravated),13A,Aggravated Assault,343,E 29TH ST and VAN BRUNT BLVD,KANSAS CITY,64128,PJ2398,EPD,false,CMP VIC,B,F,37,true,POINT (-94.52072 39.07246),35-44
KC24069493,09/10/2024,19:16,09/10/2024,19:16,09/10/2024,21:29,Assault (Aggravated),13A,Aggravated Assault,343,E 29TH ST and VAN BRUNT BLVD,KANSAS CITY,64128,PJ2398,EPD,false,SUS,W,M,,true,POINT (-94.52072 39.07246),
KC24069493,09/10/2024,19:16,09/10/2024,19:16,09/10/2024,21:29,Assault (Aggravated),13A,Aggravated Assault,343,E 29TH ST and VAN BRUNT BLVD,KANSAS CITY,64128,PJ2398,EPD,false,CMP VIC,B,F,33,true,POINT (-94.52072 39.07246),25-34
KC24069451,09/10/2024,13:30,09/07/2024,13:30,,,Assault (Aggravated),13A,Aggravated Assault,123,2100  WABASH AVE,KANSAS CITY,64127,PJ1793,CPD,false,VIC,B,M,,true,POINT (-94.55329 39.08665),
KC24069451,09/10/2024,13:30,09/07/2024,13:30,,,Assault (Aggravated),13A,Aggravated Assault,123,2100  WABASH AVE,KANSAS CITY,64127,PJ1793,CPD,false,SUS,B,M,,true,POINT (-94.55329 39.08665),
KC24069442,09/10/2024,14:45,09/10/2024,14:45,09/10/2024,14:45,Possession of Illegal Firearm,520,Weapon Law Violations,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,false,VIC,,,,true,POINT (-94.44111 39.04642),
KC24069442,09/10/2024,14:45,09/10/2024,14:45,09/10/2024,14:45,Possession of Illegal Firearm,520,Weapon Law Violations,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,false,ARR CHA SUS,W,M,46,true,POINT (-94.44111 39.04642),45-54
KC24069369,09/10/2024,09:40,09/10/2024,09:40,,,Assault (Aggravated),13A,Aggravated Assault,343,3100  SPRUCE AVE,KANSAS CITY,64128,PJ2605,EPD,false,VIC,B,M,35,true,POINT (-94.53329 39.06913),35-44
KC24069369,09/10/2024,09:40,09/10/2024,09:40,,,Assault (Aggravated),13A,Aggravated Assault,343,3100  SPRUCE AVE,KANSAS CITY,64128,PJ2605,EPD,false,VIC,B,M,,true,POINT (-94.53329 39.06913),
KC24069295,09/09/2024,22:00,09/09/2024,22:00,,,Assault (Aggravated),13A,Aggravated Assault,332,3800  E 35TH ST,KANSAS CITY,64128,PJ2892,EPD,false,VIC,W,F,34,true,POINT (-94.53921 39.06219),25-34
KC24069274,09/09/2024,21:47,09/09/2024,21:47,,,Felon/Prohibited Person in Possession of a Firearm/Ammunition/Body Armor,520,Weapon Law Violations,222,E 53RD ST and OLIVE ST,KANSAS CITY,64130,PJ4210,MPD,false,ARR CHA SUS,B,M,50,true,POINT (-94.55727 39.03022),45-54
KC24069274,09/09/2024,21:47,09/09/2024,21:47,,,Felon/Prohibited Person in Possession of a Firearm/Ammunition/Body Armor,520,Weapon Law Violations,222,E 53RD ST and OLIVE ST,KANSAS CITY,64130,PJ4210,MPD,false,SUS,,,,true,POINT (-94.55727 39.03022),
KC24069263,09/09/2024,19:46,09/09/2024,19:46,,,Assault (Aggravated),13A,Aggravated Assault,332,3500  SOUTH BENTON AVE,KANSAS CITY,64128,PJ2878,EPD,false,VIC,B,M,,true,POINT (-94.54977 39.06231),
KC24069263,09/09/2024,19:46,09/09/2024,19:46,,,Assault (Aggravated),13A,Aggravated Assault,332,3500  SOUTH BENTON AVE,KANSAS CITY,64128,PJ2878,EPD,false,VIC,B,F,32,true,POINT (-94.54977 39.06231),25-34
KC24069263,09/09/2024,19:46,09/09/2024,19:46,,,Assault (Aggravated),13A,Aggravated Assault,332,3500  SOUTH BENTON AVE,KANSAS CITY,64128,PJ2878,EPD,false,VIC,B,F,48,true,POINT (-94.54977 39.06231),45-54
KC24069263,09/09/2024,19:46,09/09/2024,19:46,,,Assault (Aggravated),13A,Aggravated Assault,332,3500  SOUTH BENTON AVE,KANSAS CITY,64128,PJ2878,EPD,false,VIC,B,M,25,true,POINT (-94.54977 39.06231),25-34
KC24069263,09/09/2024,19:46,09/09/2024,19:46,,,Assault (Aggravated),13A,Aggravated Assault,332,3500  SOUTH BENTON AVE,KANSAS CITY,64128,PJ2878,EPD,false,VIC,B,F,,true,POINT (-94.54977 39.06231),
KC24069263,09/09/2024,19:46,09/09/2024,19:46,,,Assault (Aggravated),13A,Aggravated Assault,332,3500  SOUTH BENTON AVE,KANSAS CITY,64128,PJ2878,EPD,false,VIC,B,F,28,true,POINT (-94.54977 39.06231),25-34
KC24069263,09/09/2024,19:46,09/09/2024,19:46,,,Assault (Aggravated),13A,Aggravated Assault,332,3500  SOUTH BENTON AVE,KANSAS CITY,64128,PJ2878,EPD,false,VIC,B,F,,true,POINT (-94.54977 39.06231),
KC24069263,09/09/2024,19:46,09/09/2024,19:46,,,Assault (Aggravated),13A,Aggravated Assault,332,3500  SOUTH BENTON AVE,KANSAS CITY,64128,PJ2878,EPD,false,VIC,B,F,,true,POINT (-94.54977 39.06231),
KC24069263,09/09/2024,19:46,09/09/2024,19:46,,,Assault (Aggravated),13A,Aggravated Assault,332,3500  SOUTH BENTON AVE,KANSAS CITY,64128,PJ2878,EPD,false,VIC,B,F,,true,POINT (-94.54977 39.06231),
KC24069214,09/09/2024,16:20,09/09/2024,16:20,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,111,W 12TH ST and WASHINGTON ST,KANSAS CITY,64105,PJ1008,CPD,true,CMP VIC,B,M,63,true,POINT (-94.59003 39.10018),55-64
KC24069214,09/09/2024,16:20,09/09/2024,16:20,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,111,W 12TH ST and WASHINGTON ST,KANSAS CITY,64105,PJ1008,CPD,true,SUS CHA,B,F,53,true,POINT (-94.59003 39.10018),45-54
KC24069122,09/09/2024,11:31,09/09/2024,11:31,,,Assault (Aggravated),13A,Aggravated Assault,241,6900  WALROND AVE,KANSAS CIY,,,MPD,false,VIC,B,F,27,true,POINT (-94.54973 39.00121),25-34
KC24069122,09/09/2024,11:31,09/09/2024,11:31,,,Assault (Aggravated),13A,Aggravated Assault,241,6900  WALROND AVE,KANSAS CIY,,,MPD,false,SUS,U,U,,true,POINT (-94.54973 39.00121),
KC24069123,09/09/2024,11:00,09/09/2024,11:00,,,Robbery (Business),120,Robbery,243,8600  BLUE RIDGE BLVD,KANSAS CITY,64138,PJ6229,MPD,false,VIC,,,,true,POINT (-94.49806 38.96792),
KC24069123,09/09/2024,11:00,09/09/2024,11:00,,,Robbery (Business),120,Robbery,243,8600  BLUE RIDGE BLVD,KANSAS CITY,64138,PJ6229,MPD,false,CMP VIC,B,F,39,true,POINT (-94.49806 38.96792),35-44
KC24069123,09/09/2024,11:00,09/09/2024,11:00,,,Robbery (Business),120,Robbery,243,8600  BLUE RIDGE BLVD,KANSAS CITY,64138,PJ6229,MPD,false,VIC,B,F,21,true,POINT (-94.49806 38.96792),18-24
KC24069123,09/09/2024,11:00,09/09/2024,11:00,,,Robbery (Business),120,Robbery,243,8600  BLUE RIDGE BLVD,KANSAS CITY,64138,PJ6229,MPD,false,SUS,B,M,28,true,POINT (-94.49806 38.96792),25-34
KC24069123,09/09/2024,11:00,09/09/2024,11:00,,,Robbery (Business),120,Robbery,243,8600  BLUE RIDGE BLVD,KANSAS CITY,64138,PJ6229,MPD,false,VIC,W,F,66,true,POINT (-94.49806 38.96792),65-74
KC24069109,09/09/2024,10:30,09/09/2024,10:30,09/09/2024,11:00,Assault (Aggravated),13A,Aggravated Assault,341,2000  WHEELING AVE,KANSAS CITY,64126,PJ1791,EPD,false,SUS,B,M,19,true,POINT (-94.51101 39.08686),18-24
KC24069109,09/09/2024,10:30,09/09/2024,10:30,09/09/2024,11:00,Assault (Aggravated),13A,Aggravated Assault,341,2000  WHEELING AVE,KANSAS CITY,64126,PJ1791,EPD,false,VIC,B,M,49,true,POINT (-94.51101 39.08686),45-54
KC24069067,09/09/2024,07:49,09/09/2024,07:49,,,City Weapons Offense,520,Weapon Law Violations,532,10900  EWING AVE,KANSAS CITY,64134,PJ6996,SPD,false,SUS,B,M,,true,POINT (-94.51132 38.92631),
KC24069067,09/09/2024,07:49,09/09/2024,07:49,,,City Weapons Offense,520,Weapon Law Violations,532,10900  EWING AVE,KANSAS CITY,64134,PJ6996,SPD,false,VIC,B,F,19,true,POINT (-94.51132 38.92631),18-24
KC24069020,09/09/2024,00:02,09/09/2024,00:02,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,242,1800  E 76TH TER,KANSAS CITY,64132,PJ5739,MPD,true,ARR CHA SUS,B,M,33,true,POINT (-94.5661 38.98803),25-34
KC24069020,09/09/2024,00:02,09/09/2024,00:02,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,242,1800  E 76TH TER,KANSAS CITY,64132,PJ5739,MPD,false,VIC,B,M,46,true,POINT (-94.5661 38.98803),45-54
KC24069012,09/08/2024,23:32,09/08/2024,23:32,,,Felon/Prohibited Person in Possession of a Firearm/Ammunition/Body Armor,520,Weapon Law Violations,232,7400  HOLMES RD,KANSAS CITY,64131,PJ5614,MPD,false,ARR SUS CHA,W,M,24,true,POINT (-94.58021 38.99344),18-24
KC24069012,09/08/2024,23:32,09/08/2024,23:32,,,Felon/Prohibited Person in Possession of a Firearm/Ammunition/Body Armor,520,Weapon Law Violations,232,7400  HOLMES RD,KANSAS CITY,64131,PJ5614,MPD,false,VIC,,,,true,POINT (-94.58021 38.99344),
KC24069012,09/08/2024,23:32,09/08/2024,23:32,,,Felon/Prohibited Person in Possession of a Firearm/Ammunition/Body Armor,520,Weapon Law Violations,232,7400  HOLMES RD,KANSAS CITY,64131,PJ5614,MPD,false,ARR CHA SUS,W,F,29,true,POINT (-94.58021 38.99344),25-34
KC24069021,09/08/2024,22:41,09/08/2024,22:41,09/09/2024,01:30,Assault (Aggravated),13A,Aggravated Assault,314,300  KENSINGTON AVE,KANSAS CITY,64124,PJ0419,EPD,false,VIC,W,F,27,true,POINT (-94.5302 39.11505),25-34
KC24069021,09/08/2024,22:41,09/08/2024,22:41,09/09/2024,01:30,Assault (Aggravated),13A,Aggravated Assault,314,300  KENSINGTON AVE,KANSAS CITY,64124,PJ0419,EPD,false,VIC,W,M,,true,POINT (-94.5302 39.11505),
KC24069021,09/08/2024,22:41,09/08/2024,22:41,09/09/2024,01:30,Assault (Aggravated),13A,Aggravated Assault,314,300  KENSINGTON AVE,KANSAS CITY,64124,PJ0419,EPD,false,VIC,U,M,23,true,POINT (-94.5302 39.11505),18-24
KC24069021,09/08/2024,22:41,09/08/2024,22:41,09/09/2024,01:30,Assault (Aggravated),13A,Aggravated Assault,314,300  KENSINGTON AVE,KANSAS CITY,64124,PJ0419,EPD,false,SUS,W,M,,true,POINT (-94.5302 39.11505),
KC24069021,09/08/2024,22:41,09/08/2024,22:41,09/09/2024,01:30,Assault (Aggravated),13A,Aggravated Assault,314,300  KENSINGTON AVE,KANSAS CITY,64124,PJ0419,EPD,false,SUS,W,M,,true,POINT (-94.5302 39.11505),
KC24069021,09/08/2024,22:41,09/08/2024,22:41,09/09/2024,01:30,Assault (Aggravated),13A,Aggravated Assault,314,300  KENSINGTON AVE,KANSAS CITY,64124,PJ0419,EPD,false,VIC,W,F,23,true,POINT (-94.5302 39.11505),18-24
KC24069021,09/08/2024,22:41,09/08/2024,22:41,09/09/2024,01:30,Assault (Aggravated),13A,Aggravated Assault,314,300  KENSINGTON AVE,KANSAS CITY,64124,PJ0419,EPD,false,VIC,W,F,36,true,POINT (-94.5302 39.11505),35-44
KC24069021,09/08/2024,22:41,09/08/2024,22:41,09/09/2024,01:30,Assault (Aggravated),13A,Aggravated Assault,314,300  KENSINGTON AVE,KANSAS CITY,64124,PJ0419,EPD,false,VIC,W,M,25,true,POINT (-94.5302 39.11505),25-34
KC24069021,09/08/2024,22:41,09/08/2024,22:41,09/09/2024,01:30,Assault (Aggravated),13A,Aggravated Assault,314,300  KENSINGTON AVE,KANSAS CITY,64124,PJ0419,EPD,false,SUS,W,M,,true,POINT (-94.5302 39.11505),
KC24069021,09/08/2024,22:41,09/08/2024,22:41,09/09/2024,01:30,Assault (Aggravated),13A,Aggravated Assault,314,300  KENSINGTON AVE,KANSAS CITY,64124,PJ0419,EPD,false,VIC,W,M,26,true,POINT (-94.5302 39.11505),25-34
KC24069021,09/08/2024,22:41,09/08/2024,22:41,09/09/2024,01:30,Assault (Aggravated),13A,Aggravated Assault,314,300  KENSINGTON AVE,KANSAS CITY,64124,PJ0419,EPD,false,VIC,W,F,22,true,POINT (-94.5302 39.11505),18-24
KC24069021,09/08/2024,22:41,09/08/2024,22:41,09/09/2024,01:30,Assault (Aggravated),13A,Aggravated Assault,314,300  KENSINGTON AVE,KANSAS CITY,64124,PJ0419,EPD,false,VIC,U,F,22,true,POINT (-94.5302 39.11505),18-24
KC24069021,09/08/2024,22:41,09/08/2024,22:41,09/09/2024,01:30,Assault (Aggravated),13A,Aggravated Assault,314,300  KENSINGTON AVE,KANSAS CITY,64124,PJ0419,EPD,false,VIC,W,M,,true,POINT (-94.5302 39.11505),
KC24069021,09/08/2024,22:41,09/08/2024,22:41,09/09/2024,01:30,Assault (Aggravated),13A,Aggravated Assault,314,300  KENSINGTON AVE,KANSAS CITY,64124,PJ0419,EPD,false,VIC,W,F,89,true,POINT (-94.5302 39.11505),75+
KC24069003,09/08/2024,22:18,09/08/2024,22:18,,,Robbery (Armed Street),120,Robbery,534,11200  MONTGALL AVE,KANSAS CITY,64137,,SPD,false,ARR CHA SUS,B,M,,true,POINT (-94.55928 38.92396),
KC24069003,09/08/2024,22:18,09/08/2024,22:18,,,Robbery (Armed Street),120,Robbery,534,11200  MONTGALL AVE,KANSAS CITY,64137,,SPD,false,SUS,B,M,,true,POINT (-94.55928 38.92396),
KC24069003,09/08/2024,22:18,09/08/2024,22:18,,,Robbery (Armed Street),120,Robbery,534,11200  MONTGALL AVE,KANSAS CITY,64137,,SPD,false,CMP VIC,W,M,30,true,POINT (-94.55928 38.92396),25-34
KC24069003,09/08/2024,22:18,09/08/2024,22:18,,,Robbery (Armed Street),120,Robbery,534,11200  MONTGALL AVE,KANSAS CITY,64137,,SPD,false,SUS,B,M,,true,POINT (-94.55928 38.92396),
KC24069003,09/08/2024,22:18,09/08/2024,22:18,,,Robbery (Armed Street),120,Robbery,534,11200  MONTGALL AVE,KANSAS CITY,64137,,SPD,false,ARR CHA SUS,B,M,,true,POINT (-94.55928 38.92396),
KC24069003,09/08/2024,22:18,09/08/2024,22:18,,,Robbery (Armed Street),120,Robbery,534,11200  MONTGALL AVE,KANSAS CITY,64137,,SPD,false,ARR CHA SUS,B,M,,true,POINT (-94.55928 38.92396),
KC24069003,09/08/2024,22:18,09/08/2024,22:18,,,Robbery (Armed Street),120,Robbery,534,11200  MONTGALL AVE,KANSAS CITY,64137,,SPD,false,VIC,W,M,32,true,POINT (-94.55928 38.92396),25-34
KC24069004,09/08/2024,22:11,09/08/2024,22:11,,,Assault (Aggravated),13A,Aggravated Assault,311,200  N KENSINGTON AVE,KANSAS CITY,64123,PJ0268,EPD,false,VIC,W,F,46,true,POINT (-94.53027 39.11402),45-54
KC24069004,09/08/2024,22:11,09/08/2024,22:11,,,Assault (Aggravated),13A,Aggravated Assault,311,200  N KENSINGTON AVE,KANSAS CITY,64123,PJ0268,EPD,false,VIC,W,M,22,true,POINT (-94.53027 39.11402),18-24
